h3_cell,hour,violation_count,lat,lon,location,day_of_week,baseline_count,speed_drop,ccis,status,color
86601451fffffff,4,3,12.8963282,77.4548149,"Challagatta Main Road, Chalaghatta, Bengaluru, Karnataka. Pin-560074 (India)",5,1,10.0,3.0,green,#00CC66
86601451fffffff,5,2,12.9035725,77.4498397,"Challagatta Main Road, Sector N, Block 5, Nada Prabhu Kempegowda Layout, Bengaluru, Karnataka. Pin-560060 (India)",2,1,10.0,2.0,green,#00CC66
86601451fffffff,5,2,12.9035725,77.4498397,"Challagatta Main Road, Sector N, Block 5, Nada Prabhu Kempegowda Layout, Bengaluru, Karnataka. Pin-560060 (India)",6,1,10.0,2.0,green,#00CC66
86601451fffffff,20,2,12.8783709,77.4453111,"Kumbalgodu Flyover, Serenade Layout, Kumbalagodu, Bengaluru, Karnataka. Pin-560074 (India)",2,1,10.0,2.0,green,#00CC66
86601451fffffff,20,2,12.8783709,77.4453111,"Kumbalgodu Flyover, Serenade Layout, Kumbalagodu, Bengaluru, Karnataka. Pin-560074 (India)",5,1,10.0,2.0,green,#00CC66
86601451fffffff,22,4,12.90578,77.4756535,"2nd Cross Road, Suvrith Sadan, Kengeri Satellite Town, Bengaluru, Karnataka. Pin-560060 (India)",2,4,0.0,0.0,green,#00CC66
86601451fffffff,23,1,12.9012126,77.4673818,"Mysore Road, Vaishnavi Layout, Venkatapura South Taluka, Bengaluru, Karnataka. Pin-560060 (India)",5,1,0.0,0.0,green,#00CC66
866014537ffffff,0,1,12.8661751,77.5355604,"Main Road, Judicial Layout Phase II, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560062, India",6,1,0.0,0.0,green,#00CC66
866014537ffffff,1,5,12.8652883,77.5331933,"Colony HM Main Road, SPS Indraprastha, Jyotipuram, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",1,1,10.0,5.0,monitor,#FFA500
866014537ffffff,1,5,12.8652883,77.5331933,"Colony HM Main Road, SPS Indraprastha, Jyotipuram, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",6,4,2.5,1.25,green,#00CC66
866014537ffffff,2,1,12.8663044,77.5341575,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",1,1,0.0,0.0,green,#00CC66
866014537ffffff,5,14,12.8568032,77.5299883,"Thalaghattapura, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560109, India",1,5,10.0,14.0,critical,#FF4B4B
866014537ffffff,5,14,12.8568032,77.5299883,"Thalaghattapura, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560109, India",3,1,10.0,14.0,critical,#FF4B4B
866014537ffffff,5,14,12.8568032,77.5299883,"Thalaghattapura, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560109, India",4,1,10.0,14.0,critical,#FF4B4B
866014537ffffff,5,14,12.8568032,77.5299883,"Thalaghattapura, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560109, India",5,4,10.0,14.0,critical,#FF4B4B
866014537ffffff,5,14,12.8568032,77.5299883,"Thalaghattapura, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560109, India",6,3,10.0,14.0,critical,#FF4B4B
866014537ffffff,6,35,12.8607076,77.5293443,"Konanakunte Main Road, SV Luxuria, VISL Layout, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",1,4,10.0,35.0,critical,#FF4B4B
866014537ffffff,6,35,12.8607076,77.5293443,"Konanakunte Main Road, SV Luxuria, VISL Layout, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",2,7,10.0,35.0,critical,#FF4B4B
866014537ffffff,6,35,12.8607076,77.5293443,"Konanakunte Main Road, SV Luxuria, VISL Layout, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",3,2,10.0,35.0,critical,#FF4B4B
866014537ffffff,6,35,12.8607076,77.5293443,"Konanakunte Main Road, SV Luxuria, VISL Layout, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",5,7,10.0,35.0,critical,#FF4B4B
866014537ffffff,6,35,12.8607076,77.5293443,"Konanakunte Main Road, SV Luxuria, VISL Layout, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",6,15,10.0,35.0,critical,#FF4B4B
866014537ffffff,8,1,12.8666268,77.5344006,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",2,1,0.0,0.0,green,#00CC66
866014537ffffff,21,19,12.8597119,77.5284421,"Konanakunte Main Road, SV Luxuria, VISL Layout, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",1,6,10.0,19.0,critical,#FF4B4B
866014537ffffff,21,19,12.8597119,77.5284421,"Konanakunte Main Road, SV Luxuria, VISL Layout, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",2,5,10.0,19.0,critical,#FF4B4B
866014537ffffff,21,19,12.8597119,77.5284421,"Konanakunte Main Road, SV Luxuria, VISL Layout, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",3,7,10.0,19.0,critical,#FF4B4B
866014537ffffff,21,19,12.8597119,77.5284421,"Konanakunte Main Road, SV Luxuria, VISL Layout, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",5,1,10.0,19.0,critical,#FF4B4B
866014537ffffff,22,21,12.8663444,77.5345234,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",0,7,10.0,21.0,critical,#FF4B4B
866014537ffffff,22,21,12.8663444,77.5345234,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",1,9,10.0,21.0,critical,#FF4B4B
866014537ffffff,22,21,12.8663444,77.5345234,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",2,1,10.0,21.0,critical,#FF4B4B
866014537ffffff,22,21,12.8663444,77.5345234,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",4,1,10.0,21.0,critical,#FF4B4B
866014537ffffff,22,21,12.8663444,77.5345234,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",5,2,10.0,21.0,critical,#FF4B4B
866014537ffffff,22,21,12.8663444,77.5345234,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",6,1,10.0,21.0,critical,#FF4B4B
866014537ffffff,23,2,12.8663604,77.5342159,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",2,2,0.0,0.0,green,#00CC66
866014587ffffff,0,338,12.982001091966596,77.53237534189756,"Magadi Main Road, Hanumantharayan Palya, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",0,38,10.0,338.0,critical,#FF4B4B
866014587ffffff,0,338,12.982001091966596,77.53237534189756,"Magadi Main Road, Hanumantharayan Palya, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",1,44,10.0,338.0,critical,#FF4B4B
866014587ffffff,0,338,12.982001091966596,77.53237534189756,"Magadi Main Road, Hanumantharayan Palya, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",2,29,10.0,338.0,critical,#FF4B4B
866014587ffffff,0,338,12.982001091966596,77.53237534189756,"Magadi Main Road, Hanumantharayan Palya, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",3,74,10.0,338.0,critical,#FF4B4B
866014587ffffff,0,338,12.982001091966596,77.53237534189756,"Magadi Main Road, Hanumantharayan Palya, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",4,78,10.0,338.0,critical,#FF4B4B
866014587ffffff,0,338,12.982001091966596,77.53237534189756,"Magadi Main Road, Hanumantharayan Palya, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",5,31,10.0,338.0,critical,#FF4B4B
866014587ffffff,0,338,12.982001091966596,77.53237534189756,"Magadi Main Road, Hanumantharayan Palya, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",6,44,10.0,338.0,critical,#FF4B4B
866014587ffffff,1,257,12.9893488,77.5004938,"Magadi Main Road, Hanumantharayan Palya, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",0,31,10.0,257.0,critical,#FF4B4B
866014587ffffff,1,257,12.9893488,77.5004938,"Magadi Main Road, Hanumantharayan Palya, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",1,49,10.0,257.0,critical,#FF4B4B
866014587ffffff,1,257,12.9893488,77.5004938,"Magadi Main Road, Hanumantharayan Palya, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",2,54,10.0,257.0,critical,#FF4B4B
