h3_cell,hour,violation_count,lat,lon,location,day_of_week,baseline_count,speed_drop,ccis,status,color
89601451483ffff,1,3,12.8673143,77.5351722,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",6,1,10.0,3.0,green,#00CC66
89601451483ffff,2,1,12.8663044,77.5341575,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",1,1,0.0,0.0,green,#00CC66
89601451483ffff,5,4,12.8669895,77.5347235,"Thalaghattapura, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560109, India",5,2,10.0,4.0,monitor,#FFA500
89601451483ffff,5,4,12.8669895,77.5347235,"Thalaghattapura, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560109, India",6,2,10.0,4.0,monitor,#FFA500
89601451483ffff,6,3,12.8663187,77.5353221,"1st Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",1,1,10.0,3.0,green,#00CC66
89601451483ffff,6,3,12.8663187,77.5353221,"1st Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",2,2,5.0,1.5,green,#00CC66
89601451483ffff,8,1,12.8666268,77.5344006,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",2,1,0.0,0.0,green,#00CC66
89601451483ffff,21,3,12.8668733,77.5345234,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",1,1,10.0,3.0,green,#00CC66
89601451483ffff,21,3,12.8668733,77.5345234,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",3,2,5.0,1.5,green,#00CC66
89601451483ffff,22,4,12.8663444,77.5345234,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",0,1,10.0,4.0,monitor,#FFA500
89601451483ffff,22,4,12.8663444,77.5345234,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",5,2,10.0,4.0,monitor,#FFA500
89601451483ffff,22,4,12.8663444,77.5345234,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",6,1,10.0,4.0,monitor,#FFA500
89601451483ffff,23,2,12.8663604,77.5342159,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",2,2,0.0,0.0,green,#00CC66
89601451497ffff,21,1,12.8644912,77.5331024,"Konanakunte Main Road, Spring Woods Apartment, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",1,1,0.0,0.0,green,#00CC66
8960145149bffff,5,6,12.8685571,77.5363253,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",2,1,10.0,6.0,monitor,#FFA500
8960145149bffff,5,6,12.8685571,77.5363253,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",4,1,10.0,6.0,monitor,#FFA500
8960145149bffff,5,6,12.8685571,77.5363253,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",6,4,5.0,3.0,green,#00CC66
8960145149bffff,6,6,12.8690198,77.5366362,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",2,1,10.0,6.0,monitor,#FFA500
8960145149bffff,6,6,12.8690198,77.5366362,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",4,2,10.0,6.0,monitor,#FFA500
8960145149bffff,6,6,12.8690198,77.5366362,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",5,1,10.0,6.0,monitor,#FFA500
8960145149bffff,6,6,12.8690198,77.5366362,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",6,2,10.0,6.0,monitor,#FFA500
8960145149bffff,7,3,12.8685399,77.535967,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",2,1,10.0,3.0,green,#00CC66
8960145149bffff,7,3,12.8685399,77.535967,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",3,1,10.0,3.0,green,#00CC66
8960145149bffff,7,3,12.8685399,77.535967,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",6,1,10.0,3.0,green,#00CC66
8960145149bffff,20,1,12.8688824,77.5365608,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",3,1,0.0,0.0,green,#00CC66
8960145149bffff,21,4,12.8685827,77.5362548,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",1,1,10.0,4.0,monitor,#FFA500
8960145149bffff,21,4,12.8685827,77.5362548,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",2,1,10.0,4.0,monitor,#FFA500
8960145149bffff,21,4,12.8685827,77.5362548,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",3,1,10.0,4.0,monitor,#FFA500
8960145149bffff,21,4,12.8685827,77.5362548,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",4,1,10.0,4.0,monitor,#FFA500
8960145149bffff,22,2,12.8691709,77.536625,"Konanakunte Main Road, Spring Woods Apartment, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",1,1,10.0,2.0,green,#00CC66
8960145149bffff,22,2,12.8691709,77.536625,"Konanakunte Main Road, Spring Woods Apartment, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",5,1,10.0,2.0,green,#00CC66
896014514c3ffff,5,1,12.872988,77.5392522,"Konanakunte Main Road, Rainbow Kishore Glendale, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",1,1,0.0,0.0,green,#00CC66
896014514c3ffff,6,1,12.8745583,77.5381248,"Vajarahalli Road, Rainbow Kishore Glendale, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",3,1,0.0,0.0,green,#00CC66
896014514c3ffff,7,1,12.8750009,77.5387601,"6th Cross Road, Sri Balaji HBCS Layout, Raghuvanahalli, Bengaluru, Karnataka. Pin-560109 (India)",6,1,0.0,0.0,green,#00CC66
896014514d3ffff,2,1,12.8729008,77.5397032,"Konanakunte Main Road, Rainbow Kishore Glendale, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",6,1,0.0,0.0,green,#00CC66
896014514d3ffff,5,11,12.8717478,77.5389388,"Konanakunte Main Road, Paramount Gardens, Jyotipuram, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",1,5,10.0,11.0,critical,#FF4B4B
896014514d3ffff,5,11,12.8717478,77.5389388,"Konanakunte Main Road, Paramount Gardens, Jyotipuram, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",2,3,10.0,11.0,critical,#FF4B4B
896014514d3ffff,5,11,12.8717478,77.5389388,"Konanakunte Main Road, Paramount Gardens, Jyotipuram, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",6,3,10.0,11.0,critical,#FF4B4B
896014514d3ffff,6,5,12.8724542,77.5394496,"Konanakunte Main Road, Rainbow Kishore Glendale, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",2,1,10.0,5.0,monitor,#FFA500
896014514d3ffff,6,5,12.8724542,77.5394496,"Konanakunte Main Road, Rainbow Kishore Glendale, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",4,3,6.67,3.34,monitor,#FFA500
896014514d3ffff,6,5,12.8724542,77.5394496,"Konanakunte Main Road, Rainbow Kishore Glendale, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",5,1,10.0,5.0,monitor,#FFA500
896014514d3ffff,7,4,12.8716459,77.5389692,"Kanakapura Road, Thalaghattapura, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560109, India",5,4,0.0,0.0,green,#00CC66
896014514d3ffff,23,8,12.8716161,77.5390606,"Konanakunte Main Road, Paramount Gardens, Jyotipuram, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",5,8,0.0,0.0,green,#00CC66
896014514d7ffff,0,4,12.8714093,77.538846,"Konanakunte Main Road, Paramount Gardens, Jyotipuram, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",4,2,10.0,4.0,monitor,#FFA500
896014514d7ffff,0,4,12.8714093,77.538846,"Konanakunte Main Road, Paramount Gardens, Jyotipuram, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",6,2,10.0,4.0,monitor,#FFA500
896014514d7ffff,1,3,12.8714319,77.5388766,"Konanakunte Main Road, Paramount Gardens, Jyotipuram, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",3,3,0.0,0.0,green,#00CC66
896014514d7ffff,2,1,12.8698667,77.5372539,"Konanakunte Main Road, Paramount Gardens, Jyotipuram, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",0,1,0.0,0.0,green,#00CC66
896014514d7ffff,4,3,12.8697074,77.5371728,"Konanakunte Main Road, Paramount Gardens, Jyotipuram, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",6,3,0.0,0.0,green,#00CC66
896014514d7ffff,5,7,12.869525,77.5367814,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",1,4,7.5,5.25,monitor,#FFA500
896014514d7ffff,5,7,12.869525,77.5367814,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",5,3,10.0,7.0,critical,#FF4B4B
896014514d7ffff,6,12,12.8697171,77.5371653,"Kanakapura Road, Thalaghattapura, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560109, India",2,6,10.0,12.0,critical,#FF4B4B
896014514d7ffff,6,12,12.8697171,77.5371653,"Kanakapura Road, Thalaghattapura, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560109, India",5,2,10.0,12.0,critical,#FF4B4B
896014514d7ffff,6,12,12.8697171,77.5371653,"Kanakapura Road, Thalaghattapura, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560109, India",6,4,10.0,12.0,critical,#FF4B4B
896014514d7ffff,7,1,12.8692417,77.5367767,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",6,1,0.0,0.0,green,#00CC66
896014514d7ffff,8,1,12.8706861,77.5376929,"Konanakunte Main Road, Paramount Gardens, Jyotipuram, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",6,1,0.0,0.0,green,#00CC66
896014514d7ffff,20,1,12.8707491,77.5380657,"Konanakunte Main Road, Paramount Gardens, Jyotipuram, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",2,1,0.0,0.0,green,#00CC66
896014514d7ffff,21,2,12.8695946,77.5368357,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",2,1,10.0,2.0,green,#00CC66
896014514d7ffff,21,2,12.8695946,77.5368357,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",5,1,10.0,2.0,green,#00CC66
896014514dbffff,0,2,12.8743001,77.540792,"Konanakunte Main Road, Hosahalli South Taluka, Bengaluru, Karnataka. Pin-560109 (India)",3,2,0.0,0.0,green,#00CC66
896014514dbffff,1,9,12.8743142,77.5411079,"Konanakunte Main Road, Hosahalli South Taluka, Bengaluru, Karnataka. Pin-560109 (India)",0,2,10.0,9.0,critical,#FF4B4B
896014514dbffff,1,9,12.8743142,77.5411079,"Konanakunte Main Road, Hosahalli South Taluka, Bengaluru, Karnataka. Pin-560109 (India)",2,1,10.0,9.0,critical,#FF4B4B
896014514dbffff,1,9,12.8743142,77.5411079,"Konanakunte Main Road, Hosahalli South Taluka, Bengaluru, Karnataka. Pin-560109 (India)",4,5,8.0,7.2,critical,#FF4B4B
896014514dbffff,1,9,12.8743142,77.5411079,"Konanakunte Main Road, Hosahalli South Taluka, Bengaluru, Karnataka. Pin-560109 (India)",6,1,10.0,9.0,critical,#FF4B4B
896014514dbffff,2,2,12.8745108,77.5415277,"Konanakunte Main Road, Suraj Ganga Socrates, Raghuvanahalli, Bengaluru, Karnataka. Pin-560109 (India)",6,2,0.0,0.0,green,#00CC66
896014514dbffff,3,4,12.8743123,77.5408982,"Konanakunte Main Road, Hosahalli South Taluka, Bengaluru, Karnataka. Pin-560109 (India)",0,4,0.0,0.0,green,#00CC66
896014514dbffff,4,1,12.8742174,77.5408671,"Konanakunte Main Road, Hosahalli South Taluka, Bengaluru, Karnataka. Pin-560109 (India)",5,1,0.0,0.0,green,#00CC66
896014514dbffff,5,1,12.8749442,77.5428317,"Konanakunte Main Road, Bayanapalya, Bengaluru, Karnataka. Pin-560109 (India)",4,1,0.0,0.0,green,#00CC66
896014514dbffff,6,6,12.8741758,77.5401737,"Vajarahalli Road, Hosahalli South Taluka, Bengaluru, Karnataka. Pin-560109 (India)",1,1,10.0,6.0,monitor,#FFA500
896014514dbffff,6,6,12.8741758,77.5401737,"Vajarahalli Road, Hosahalli South Taluka, Bengaluru, Karnataka. Pin-560109 (India)",3,2,10.0,6.0,monitor,#FFA500
896014514dbffff,6,6,12.8741758,77.5401737,"Vajarahalli Road, Hosahalli South Taluka, Bengaluru, Karnataka. Pin-560109 (India)",4,1,10.0,6.0,monitor,#FFA500
896014514dbffff,6,6,12.8741758,77.5401737,"Vajarahalli Road, Hosahalli South Taluka, Bengaluru, Karnataka. Pin-560109 (India)",6,2,10.0,6.0,monitor,#FFA500
896014514dbffff,7,8,12.8746352,77.5417163,"Konanakunte Main Road, Suraj Ganga Socrates, Raghuvanahalli, Bengaluru, Karnataka. Pin-560109 (India)",1,3,10.0,8.0,critical,#FF4B4B
896014514dbffff,7,8,12.8746352,77.5417163,"Konanakunte Main Road, Suraj Ganga Socrates, Raghuvanahalli, Bengaluru, Karnataka. Pin-560109 (India)",3,1,10.0,8.0,critical,#FF4B4B
896014514dbffff,7,8,12.8746352,77.5417163,"Konanakunte Main Road, Suraj Ganga Socrates, Raghuvanahalli, Bengaluru, Karnataka. Pin-560109 (India)",4,2,10.0,8.0,critical,#FF4B4B
896014514dbffff,7,8,12.8746352,77.5417163,"Konanakunte Main Road, Suraj Ganga Socrates, Raghuvanahalli, Bengaluru, Karnataka. Pin-560109 (India)",6,2,10.0,8.0,critical,#FF4B4B
896014514dbffff,8,4,12.8742859,77.5399886,"Vajarahalli Road, Hosahalli South Taluka, Bengaluru, Karnataka. Pin-560109 (India)",0,1,10.0,4.0,monitor,#FFA500
896014514dbffff,8,4,12.8742859,77.5399886,"Vajarahalli Road, Hosahalli South Taluka, Bengaluru, Karnataka. Pin-560109 (India)",2,1,10.0,4.0,monitor,#FFA500
896014514dbffff,8,4,12.8742859,77.5399886,"Vajarahalli Road, Hosahalli South Taluka, Bengaluru, Karnataka. Pin-560109 (India)",5,2,10.0,4.0,monitor,#FFA500
896014514dbffff,21,2,12.8756236,77.5423258,"12th Cross Road, Suraj Ganga Socrates, Raghuvanahalli, Bengaluru, Karnataka. Pin-560109 (India)",2,1,10.0,2.0,green,#00CC66
896014514dbffff,21,2,12.8756236,77.5423258,"12th Cross Road, Suraj Ganga Socrates, Raghuvanahalli, Bengaluru, Karnataka. Pin-560109 (India)",6,1,10.0,2.0,green,#00CC66
896014514dbffff,22,1,12.874256,77.5409268,"Konanakunte Main Road, Hosahalli South Taluka, Bengaluru, Karnataka. Pin-560109 (India)",2,1,0.0,0.0,green,#00CC66
896014514dbffff,23,2,12.8748347,77.5420308,"Konanakunte Main Road, Suraj Ganga Socrates, Raghuvanahalli, Bengaluru, Karnataka. Pin-560109 (India)",5,1,10.0,2.0,green,#00CC66
896014514dbffff,23,2,12.8748347,77.5420308,"Konanakunte Main Road, Suraj Ganga Socrates, Raghuvanahalli, Bengaluru, Karnataka. Pin-560109 (India)",6,1,10.0,2.0,green,#00CC66
89601451613ffff,10,1,12.8931845,77.537668,"3rd Main Road, Pride Spring Field Apartment, Subramanyapura, Bengaluru, Karnataka. Pin-560061 (India)",2,1,0.0,0.0,green,#00CC66
8960145164bffff,5,1,12.907122338852444,77.53984359,"Dr Vishnuvardhan Main Road, Rainbow Waterfront, Uttarahalli, Bengaluru, Karnataka. Pin-560061 (India)",1,1,0.0,0.0,green,#00CC66
8960145164bffff,6,3,12.9074745,77.5407579,"Dr Vishnuvardhan Main Road, Uttarahalli Circle, Uttarahalli, Bengaluru, Karnataka. Pin-560061 (India)",3,2,5.0,1.5,green,#00CC66
